x_left_m,y_left_m,x_center_m,y_center_m,x_right_m,y_right_m
6.767976097147918,-20.615071283428165,6.399043721852223,-19.16114937959059,6.030111346556528,-17.707227475753015
6.429754742824707,-20.701668676437148,6.0554268993692055,-19.249126537422256,5.6810990559137045,-17.796584398407365
6.087486075531822,-20.790442828725404,5.709456770954951,-19.338859608623597,5.33142746637808,-17.88727638852179
5.7411928193579405,-20.880991257062718,5.361112762382643,-19.42994365264388,4.981032705407345,-17.97889604822504
5.390892891514456,-20.9729063948665,5.0103742994254645,-19.521973728932405,4.629855707336473,-18.07104106299831
5.036599597670168,-21.06577600666546,4.6572208078565325,-19.61454489693843,4.277842018042897,-18.1633137872114
4.67832188815638,-21.159183520367414,4.301631713449073,-19.707252216111257,3.924941538741765,-18.2553209118551
4.3160646651734424,-21.25270828648382,3.943586441976219,-19.799690745900143,3.571108218778996,-18.346673205316467
3.9498291340332434,-21.34592577369357,3.583064419211148,-19.891455545754383,3.216299704389052,-18.436985317815196
3.5796131938081404,-21.43840771023076,3.220045070927025,-19.98214167512325,2.8604769480459096,-18.525875640015737
3.2054118645800833,-21.5297221806495,2.854507822897016,-20.071344193456028,2.503603781213949,-18.612966206262556
2.827217749828275,-21.619433687612226,2.4864321008942945,-20.15865816020199,2.145646451960314,-18.697882632791757
2.44502153339581,-21.70710318850428,2.115797330692025,-20.243678634810426,1.7865731279882402,-18.78025408111657
2.0588125109543696,-21.792288116910452,1.742582938063375,-20.3260006767306,1.4263533651723808,-18.85971323655075
1.6685791559535597,-21.87454239929552,1.3667683487815196,-20.40521934541181,1.0649575416094796,-18.935896291528096
1.2743097197029136,-21.953416477588235,0.988332988619618,-20.48092970030332,0.7023562575363225,-19.008442923018407
0.8759928644906297,-22.02845734873818,0.6072562833508393,-20.55272680085442,0.33851970221104877,-19.07699625297066
0.47361832749433097,-22.099208632641577,0.2235176587483422,-20.62020570651438,-0.02658300999764654,-19.141202780387182
0.06717761169367581,-22.16521068004401,-0.1629034594146787,-20.68296147673249,-0.3929845305230332,-19.200712273420972
-0.3433353019302115,-22.226000732038543,-0.5520276453650901,-20.740589170958025,-0.7607199887999687,-19.255177609877506
-0.7579232288894235,-22.281113142489193,-0.9438754733296904,-20.792683848640262,-1.1298277177699572,-19.30425455479133
-1.1765850529049149,-22.330079674015234,-1.3384675175353458,-20.838840569228488,-1.5003499821657766,-19.34760146444174
-1.5993150080980063,-22.3724298769656,-1.7358243522088517,-20.878654392171978,-1.872333696319697,-19.384878907378354
-2.0261019876958377,-22.40769155899645,-2.1359665515770665,-20.91172037692001,-2.2458311154582953,-19.415749194843567
-2.45692889795127,-22.435391350360906,-2.5389146898668216,-20.937633582921865,-2.6209004817823733,-19.439875815482825
-2.8917720783145078,-22.455055366785686,-2.94468934130494,-20.955989069626817,-2.9976066042953726,-19.456922772467948
-3.3306008039501216,-22.466209967749787,-3.353311080118253,-20.96638189648416,-3.3760213562863846,-19.466553825218536
-3.773199722749101,-22.468383610619508,-3.764800477935573,-20.968407126574988,-3.756401233122045,-19.468430642530468
-4.21866730435427,-22.46123604079777,-4.179108035047182,-20.961757776796624,-4.139548765740095,-19.46227951279548
-4.665950511806579,-22.44484509708687,-4.5959314857106826,-20.94648020962301,-4.525912459614786,-19.448115322159154
-5.114604772222451,-22.4193838573036,-5.014911588925482,-20.92270043412951,-4.915218405628513,-19.42601701095542
-5.564328593513673,-22.38501824024485,-5.435689103690995,-20.89054445939148,-5.307049613868318,-19.396070678538113
-6.0148192844013915,-22.34190833076165,-5.857904789006632,-20.850138294484275,-5.700990293611873,-19.358368258206898
-6.465772841486515,-22.29020885071565,-6.281199403871803,-20.80160794848326,-6.09662596625709,-19.313007046250867
-6.916883893120089,-22.230069576030054,-6.7052137072859335,-20.745079430463782,-6.493543521451778,-19.26008928489751
-7.367845688213382,-22.161635701059705,-7.129588458248421,-20.68067874950121,-6.891331228283459,-19.19972179794272
-7.818350120161929,-22.08504815207135,-7.553964415758678,-20.6085319146709,-7.289578711355427,-19.132015677270445
-8.268087777771845,-22.00044385189397,-7.977982338816121,-20.52876493504821,-7.687876899860397,-19.057086018202448
-8.716748016499798,-21.907955937848342,-8.401282986420163,-20.44150381970849,-8.085817956340529,-18.97505170156864
-9.164019044478927,-21.80771393495737,-8.823507117570221,-20.34687457772711,-8.482995190661516,-18.88603522049685
-9.609588018730404,-21.69984388621783,-9.244295491265698,-20.24500321817942,-8.87900296380099,-18.79016255014101
-10.053141147680119,-21.58446844141632,-9.663288866506004,-20.136015750140785,-9.27343658533189,-18.68756305886525
-10.494363796633253,-21.461706905620257,-10.08012800229056,-20.02003818268656,-9.665892207947868,-18.57836945975286
-10.932940593223773,-21.331675248088704,-10.494453657618768,-19.89719652489211,-10.055966722013764,-18.462717801695515
-11.36855553006287,-21.19448607194046,-10.905906591490057,-19.76761678583278,-10.443257652917243,-18.340747499725097
-11.800892061867161,-21.050248544499855,-11.314127562903826,-19.63142497458393,-10.82736306394049,-18.212601404668003
-12.229633194256623,-20.899068287822615,-11.71875733085948,-19.48874710022093,-11.207881467462338,-18.078425912619245
-12.65446156116852,-20.74104722849594,-12.119436654356452,-19.33970917181913,-11.584411747544385,-17.93837111514232
-13.07505948743002,-20.57628340541864,-12.51580629239414,-19.18443719845389,-11.956553097358261,-17.79259099148914
-13.491109032452897,-20.404870733913796,-12.90750700397195,-19.02305718920057,-12.323904975491004,-17.641243644487346
-13.902292010237087,-20.226898724228395,-13.294179548089316,-18.855695153134526,-12.686067085941545,-17.484491582040658
-14.308289979870207,-20.042452152258505,-13.67546468374563,-18.68247709933112,-13.042639387621055,-17.322502046403734
-14.708784199453518,-19.85161068024363,-14.051003169940309,-18.5035290368657,-13.393222140427099,-17.15544739348777
-15.103455534831049,-19.65444842525314,-14.420435765672773,-18.31897697481364,-13.737415996514496,-16.98350552437414
-15.491984312603437,-19.451033473613293,-14.783403229942422,-18.12894692225028,-14.074822147281408,-16.806860370887264
-15.874050104624514,-19.241427340094113,-15.13954632174868,-17.933564888250995,-14.405042538872847,-16.625702436407877
-16.249331428455946,-19.02568437182202,-15.48850580009095,-17.732956881891134,-14.727680171725954,-16.440229391960248
-16.617505345053956,-18.803851098682667,-15.829922423968643,-17.52724891224606,-15.042339502883332,-16.25064672580945
-16.978246931254265,-18.57596553465392,-16.163436952381186,-17.316566988391124,-15.348626973508106,-16.057168442128326
-17.331228600410146,-18.342056438357957,-16.488690144327972,-17.101037119401695,-15.646151688245798,-15.860017800445432
-17.676119239883267,-18.102142546512354,-16.805322758808423,-16.88078531435312,-15.934526277733578,-15.659428082193884
-18.0125831291302,-17.856231801355094,-17.112975554821958,-16.65593758232076,-16.213367980513716,-15.455643363286427
-18.340278597149368,-17.60432060307004,-17.41128929136797,-16.426619932379985,-16.482299985586575,-15.248919261689931
-18.658856373535347,-17.346393131389313,-17.69990472744589,-16.192958373606142,-16.740953081356434,-15.039523615822972
-18.96795758410012,-17.082420797596285,-17.97846262205512,-15.955078915074589,-16.98896766001012,-14.827737032552893
-19.267211341139873,-16.812361909789516,-18.24660373419507,-15.713107565860687,-17.225996127250266,-14.613853221931858
-19.55623188166299,-16.536161661052052,-18.50396882286516,-15.467170335039796,-17.451705764067334,-14.39817900902754
-19.83461521664387,-16.25375258230961,-18.7501986470648,-15.217393231687268,-17.66578207748573,-14.181033881064927
-20.101935273827813,-15.965055638667629,-18.9849339657934,-14.963902264878474,-17.867932657758985,-13.96274889108932
-20.357739549831177,-15.669982188200759,-19.20781553805037,-14.706823443688757,-18.05789152626956,-13.743664699176755
-20.60154433902932,-15.368437061930338,-19.418484122835125,-14.446282777193485,-18.23542390664093,-13.524128492456631
-20.83282968202719,-15.060323056682305,-19.616580479147075,-14.182406274468017,-18.40033127626696,-13.304489492253728
-21.051034279651567,-14.745547148545391,-19.80174536598564,-13.9153199445877,-18.55245645231971,-13.08509274063001
-21.2555507511604,-14.424028719104601,-19.973619542350217,-13.645149796627903,-18.691688333540036,-12.866270874151205
-21.445721774238248,-14.095710020254861,-20.131843767240237,-13.372021839663985,-18.817965760242227,-12.648333659073108
-21.620837816887825,-13.76056896370676,-20.276058799655093,-13.0960620827713,-18.93127978242236,-12.431555201835842
-21.780137332004706,-13.418634086409718,-20.40590539859421,-12.817396535025203,-19.031673465183715,-12.216158983640689
-21.92281039241678,-13.070001199177993,-20.521024323057,-12.53615120550106,-19.11923825369722,-12.002301211824127
-22.048006739541513,-12.714850778163594,-20.621056332042865,-12.252452103274226,-19.194105924544218,-11.790053428384859
-22.15484903537773,-12.353464645642951,-20.705642184551227,-11.966425237420058,-19.256435333724724,-11.579385829197165
-22.242451685634833,-11.986239990491926,-20.77442263958149,-11.678196617013914,-19.30639359352815,-11.370153243535901
-22.309944916484618,-11.613698428743016,-20.82703845613308,-11.387892251131156,-19.344131995781545,-11.162086073519296
-22.356502880998008,-11.236487759084806,-20.863130393205395,-11.095638148847138,-19.369757905412783,-10.95478853860947
-22.38137357795351,-10.855374472469935,-20.88233920979785,-10.801560319237218,-19.383304841642186,-10.747746166004502
-22.383907509146812,-10.471225998812761,-20.88430566490986,-10.505784771376758,-19.384703820672907,-10.540343543940756
-22.363581549971123,-10.084983048572507,-20.868670517540835,-10.20843751434112,-19.373759485110547,-10.331891980109734
-22.320014687941825,-9.697623998056374,-20.835074526690192,-9.909644557205652,-19.35013436543856,-10.121665116354931
-22.253052955781385,-9.310516615236489,-20.78315845138233,-9.609531909055148,-19.313263946983277,-9.908547202873807
-22.16331263233608,-8.926390103883138,-20.71274393317792,-9.308293820836242,-19.262175234019757,-9.690197537789347
-22.052482617427682,-8.547612369780959,-20.624364951115226,-9.00639328826631,-19.19624728480277,-9.46517420675166
-21.922123076874865,-8.174746240902921,-20.518730813587656,-8.704359453866504,-19.115338550300446,-9.233972666830086
-21.77356913969844,-7.807893273225098,-20.3965508289886,-8.402721460157943,-19.019532518278762,-8.99754964709079
-21.608021556959745,-7.447115970915571,-20.258534305711464,-8.102008449661783,-18.909047054463183,-8.756900928407996
-21.42656421374028,-7.092467820857264,-20.10539055214965,-7.802749564899163,-18.78421689055902,-8.513031308941063
-21.23018244974564,-6.744013350443261,-19.93782887669656,-7.505473948391227,-18.64547530364748,-8.266934546339193
-21.019780266037067,-6.401840548193732,-19.756558587745594,-7.210710742659122,-18.493336909454122,-8.019580937124513
-20.79619546529268,-6.06606774605596,-19.562288993690142,-6.9189890902239775,-18.328382522087605,-7.7719104343919945
-20.56021239130023,-5.736846673518334,-19.35572940292362,-6.63083813360694,-18.151246414547014,-7.5248295936955465
-20.31257229010888,-5.41436299215976,-19.13758912383942,-6.346787015329151,-17.96260595756996,-7.279211038498542
-20.053981495811474,-5.0988352677223965,-18.908577464830945,-6.067364877911755,-17.763173433850415,-7.035894488101114
-19.785117715019425,-4.79051305564738,-18.669403734291592,-5.7931008638758925,-17.55368975356376,-6.795688672104405
-19.50663469243922,-4.489674564205238,-18.42077724061477,-5.524524115742709,-17.334919788790316,-6.55937366728018
-19.21916551580284,-4.196624206950133,-18.163407292193867,-5.262163776033341,-17.107649068584895,-6.327703345116548
-18.923324780087174,-3.911690251120026,-17.89800319742229,-5.00654898726893,-16.872681614757408,-6.101407723417834
-18.619710877523428,-3.635223663633562,-17.62527426469344,-4.758208891970616,-16.630837651863455,-5.88119412030767
-18.308982300806065,-3.3676585068657965,-17.34592611391659,-4.517668411559623,-16.382869927027116,-5.6676783162534505
-17.991775520369096,-3.10935227537202,-17.06044769875042,-4.285204514677201,-16.129119877131743,-5.4610567539823816
-17.668450725292697,-2.8603050169423465,-16.768994782913687,-4.060712867516096,-15.869538840534679,-5.261120718089845
-17.33924629883283,-2.6203923727444587,-16.471694775291734,-3.84405668700778,-15.604143251750639,-5.067721001271101
-17.004385716188626,-2.3894717415527778,-16.168675084769884,-3.6350991900837135,-15.332964453351142,-4.880726638614649
-16.664087080585322,-2.1673918345970087,-15.86006312023346,-3.43370359367536,-15.0560391598816,-4.700015352753711
-16.318562430439002,-1.953993596731752,-15.545986290567788,-3.2397331147141823,-14.773410150696572,-4.525472632696612
-15.968017231914663,-1.7491111805023025,-15.226572004658202,-3.053050970131645,-14.48512677740174,-4.356990759760988
-15.612650048565678,-1.5525729399500543,-14.901947671390014,-2.873520376859207,-14.19124529421435,-4.19446781376836
-15.252652374490982,-1.3642024151087178,-14.572240699648551,-2.701004551828329,-13.891829024806121,-4.03780668854794
-14.888208613678533,-1.183819282914638,-14.237578498319149,-2.535366711970472,-13.586948382959765,-3.886914141026306
-14.519496185862764,-1.0112402552928472,-13.89808847628712,-2.376470074217101,-13.276680766711475,-3.741699893141355
-14.14668573816421,-0.8462799101512717,-13.553898042437812,-2.224177855499688,-12.961110346711413,-3.6020758008481044
-13.769941441802377,-0.6887514456629036,-13.205134605656522,-2.0783532727496805,-12.640327769510666,-3.4679550998364572
-13.38942135405378,-0.5384673523622285,-12.851925574828591,-1.9388595428985465,-12.314429795603402,-3.3392517334348644
-13.00527782713521,-0.3952400011226418,-12.49439835883934,-1.8055598828777455,-11.983518890543472,-3.215879764632849
-12.617657947617907,-0.2588821479749317,-12.132680366574096,-1.6783175096187417,-11.647702785530285,-3.0977528712625517
-12.226703992132567,-0.12920735897908608,-11.7668990069182,-1.556995640053005,-11.307094021703833,-2.984783921126924
-11.832553887355786,-0.006030360015732983,-11.397181688756945,-1.4414574911119828,-10.961809490158103,-2.876884622208233
-11.43534166445659,0.11083268251506095,-11.023655820975682,-1.331566279727152,-10.611969977494773,-2.773965241969365
-11.035197900238934,0.22156394343410457,-10.646448812459722,-1.227185222829963,-10.25769972468051,-2.6759343890940306
-10.632250139088482,0.3263437760158556,-10.2656880720944,-1.1281775373518883,-9.89912600510032,-2.5826988507196322
-10.22662329148355,0.425350597768984,-9.88150100876505,-1.0344064402243838,-9.536378726046548,-2.4941634782177515
-9.818440006250626,0.5187608180427292,-9.494015031356971,-0.94573514837891,-9.169590056463317,-2.410231114800549
-9.407821014934695,0.6067488011178153,-9.103357548755508,-0.8620268787469332,-8.79889408257632,-2.3308025586116816
-8.994885447625355,0.6894868589247796,-8.70965596984598,-0.7831448482599139,-8.424426492066603,-2.2557765554446076
-8.57975112035193,0.7671452680761734,-8.313037703513713,-0.7089522738493201,-8.046324286675496,-2.1850498157748137
-8.162534794754492,0.8398923064679527,-7.913630158644036,-0.6393123724466054,-7.664725522533579,-2.1185170513611635
-7.743352411178925,0.9078943052727182,-7.511560744122281,-0.5740883609832341,-7.279769077065637,-2.056071027239186
-7.322319296655305,0.9713157126950935,-7.106956868833754,-0.513143456390674,-6.891594441012202,-1.9976026254764416
-6.8995503494228,1.030319166373969,-6.69994594166379,-0.4563408756003806,-6.5003415339047805,-1.9430009175747303
-6.47516020178173,1.0850655717897018,-6.290655371497721,-0.4035438355438234,-6.106150541213712,-1.8921532428773487
-6.049263363102419,1.1357141844626946,-5.879212567220863,-0.3546155531524579,-5.709161771339307,-1.8449452907676105
-5.621974344816481,1.1824226941109846,-5.465744937718556,-0.3094192453577484,-5.309515530620631,-1.8012611848264815
-5.193407769173047,1.2253473092698859,-5.050379891876107,-0.2678181290911592,-4.907352014579167,-1.7609835674522043
-4.763678463470949,1.2646428411678332,-4.633244838578847,-0.2296754212841474,-4.502811213686744,-1.723993683736128
-4.33290154138711,1.3004627859025817,-4.21446718671211,-0.1948543388681862,-4.0960328320371096,-1.6901714636389542
-3.9011924729185643,1.3329594041744763,-3.794174345161206,-0.1632180987747258,-3.687156217403848,-1.659395601723928
-3.4686671443467616,1.3622837980117442,-3.3724937228114733,-0.1346299179352357,-3.276320301276185,-1.6315436338822156
-3.03544190952146,1.3885859840714,-2.949552728548248,-0.1089530132811731,-2.8636635475750363,-1.6064920106337464
-2.6016336336519768,1.4120149632208878,-2.525478771256825,-0.0860506017440023,-2.4493239088616736,-1.5841161667088925
-2.167359730687894,1.4327187862044448,-2.1003992598225523,-0.0657859002551912,-2.0334387889572105,-1.5642905867148273
-1.732738195269914,1.4508446152768202,-1.6744416031307523,-0.048022125746197,-1.6161450109915907,-1.5468888667692142
-1.2978876301381952,1.4665387817484723,-1.247733210066741,-0.0326224951484785,-1.197578789995287,-1.5317837720454295
-0.8629272697980537,1.4799468394333504,-0.8204014895158664,-0.0194502253935056,-0.7778757092336792,-1.5188472902203616
-0.42797700116279985,1.4912136140248373,-0.3925738503634264,-0.0083685334127334,-0.35717069956405295,-1.5079506808503043
0.00684261817817617,1.5004832484492236,0.035622298505249,0.0007593638623735,0.06440197883232182,-1.4989645207244766
0.4414103434836028,1.5078992442612507,0.4640595482048226,0.0080702495003492,0.4867087529260424,-1.491758745260552
0.8756042276523102,1.5136044991536246,0.892610489849968,0.0137009065697331,0.9096167520476259,-1.4862026860141584
1.3093016068098688,1.5177413406534472,1.3211477145553552,0.0177881181390642,1.3329938223008415,-1.4821651043753188
1.742379086262296,1.5204515560741276,1.7495438134356824,0.0204686672768819,1.7567085406090688,-1.4795142215203638
2.1747125264286282,1.521876418782117,2.1776713776056127,0.0218793370517182,2.180630228782597,-1.4781177446786804
2.60617702839916,1.5221567108245164,2.6054029981798195,0.0221569105321233,2.604628967960479,-1.4778428897602698
3.036646918795111,1.521432741946366,3.0326112662729763,0.0214381707866166,3.0285756137508417,-1.4785564003731326
3.465995733631714,1.5198443650061368,3.4591687729997425,0.0198599008837483,3.452341812367771,-1.4801245632386402
3.894096200908448,1.5175309877736967,3.884948109474813,0.0175588838920539,3.875800018041178,-1.4824132199895887
4.3208202216683915,1.5146315810682804,4.309821866812868,0.0146719028800728,4.298823511957345,-1.4852877753081348
4.746038849285508,1.5112846831633369,4.733662636128567,0.011335740916337,4.721286422971627,-1.4886132013306628
5.169622266752267,1.5076284003514084,5.156343008536581,0.0076871810693859,5.143063750320895,-1.4922540382126366
5.591439761752702,1.503800403524591,5.577735575151607,0.003863006407764,5.564031388550512,-1.496074390709063
6.011359699317364,1.4999379205846246,5.997712927088283,0.0,5.984066154859203,-1.4999379205846246
6.429249491868965,1.4961777244508234,6.416147655461323,-0.0037650550853651,6.403045819053681,-1.5037078346215538
6.844975566478808,1.492656116383078,6.832912351385378,-0.0072953757797886,6.820849136291948,-1.5072468679426554
7.258403329168602,1.4895089042810297,7.247879605975129,-0.0104541790147383,7.237355882781656,-1.5104172623105063
7.669397126108155,1.4868713755581648,7.660922010345246,-0.0131046817216855,7.6524468945823365,-1.513080739001536
8.077820201580504,1.4848782641204106,8.071912155610399,-0.0151101008320697,8.066004109640293,-1.51509846578455
8.483534652611057,1.4836637109020019,8.480722632885275,-0.0163336532773694,8.477910613159493,-1.5163310174567408
8.886401380190923,1.4833612173266995,8.88722603328456,-0.0166385559890418,8.888050686378195,-1.5166383293047832
9.28628003706751,1.4841035909677274,9.291294947922903,-0.0158880258985512,9.296309858778297,-1.5158796427648298
9.683028972129787,1.4860228825758868,9.692801967914985,-0.0139452799373653,9.702574963700183,-1.5139134424506175
10.076505171486549,1.4892503135300952,10.091619684375493,-0.0106735350369344,10.106734197264437,-1.5105973836039641
10.466564196425548,1.4939161926380446,10.48762068841907,-0.0059360081287263,10.508677180412594,-1.5057882088954972
10.85306011855602,1.5001498210764872,10.880677571160431,0.000404083855793,10.908295023764843,-1.499341653364901
11.235845452581147,1.5080793841101117,11.27066292371424,0.0084835239851592,11.305480394847335,-1.491112336139793
11.61477108732937,1.5178318280662149,11.657449337195146,0.0184390953279258,11.700127587060923,-1.4809536374103631
11.989686215900225,1.52953272086998,12.040909402717858,0.0304075809526196,12.092132589535492,-1.4687175589647408
12.36043826606382,1.5433060942650674,12.420915711397017,0.0445257639277727,12.481393156730213,-1.4542545664095219
12.726872832405466,1.5592742656593148,12.797340854347318,0.0609304273219315,12.867808876289171,-1.4374134110154517
13.088833612138878,1.5775576373522784,13.170057422683437,0.0797583542036246,13.251281233227996,-1.418040928945029
13.44616234704545,1.5982744707285301,13.538938007520052,0.1011463276414055,13.631713667994655,-1.395981815445719
13.798698774646983,1.6215406328499649,13.903855199971822,0.1252311307038009,14.009011625296662,-1.3710783714423629
14.146280592510537,1.6474693127703404,14.264681591153412,0.1521495464593449,14.383082589796286,-1.3431702198516504
14.488743440540091,1.6761707048484844,14.62128977217953,0.1820383579765856,14.75383610381897,-1.3120939888953131
14.825920907255908,1.7077516563863764,14.973552334164836,0.2150343483240515,15.121183761073764,-1.2776829597382733
15.15764456743002,1.7423152771074086,15.321341868223996,0.2512743005702891,15.485039169017972,-1.2397666759668304
15.483744060058395,1.7799605083746446,15.664530965471698,0.2908949977838304,15.845317870885001,-1.1981705128069837
15.804047217534645,1.8207816507030508,16.002992217022594,0.3340332230332112,16.201937216510544,-1.1527152046366282
16.118380259062675,1.8648678491360196,16.33659821399138,0.3808257593869673,16.554816168920084,-1.103216330362085
16.42656806380873,1.9123025375531046,16.66522154749272,0.4314093899136484,16.90387503117671,-1.0494837577258078
16.728434542030197,1.9631628450966927,16.98873480864131,0.4859208976817868,17.249035075252426,-0.9913210497331191
17.023803125373313,2.0175189708244714,17.307010588551798,0.5444970657599182,17.590218051730282,-0.9285248393046353
17.312497400601433,2.0754335366140504,17.61992147833886,0.6072746772165765,17.927345556076286,-0.8608841821808977
17.59434191401754,2.136960933493463,17.927340069117193,0.674390515120308,18.260338224216845,-0.7881799032528474
17.869163176502322,2.2021466831862404,18.22913895200145,0.745981362539645,18.589114727500576,-0.7101839581069505
18.1367909009859,2.271026844973183,18.525190718106305,0.822184002543116,18.91359053522671,-0.626658839886951
18.397059504724098,2.3436275081684985,18.81536795854645,0.9031352181992832,19.2336764123688,-0.537357071769932
18.649809907168663,2.419964422662706,19.09954326443654,0.988971792576665,19.54927662170442,-0.4420208375093757
18.894891649485537,2.50004283398487,19.37758922689126,1.0798305087438005,19.860286804296983,-0.3403818164972694
19.132165352627606,2.5838576047544803,19.649378437025284,1.1758481497692372,20.166591521422962,-0.23216130521600564
19.36150551585297,2.671393720340862,19.9147834859533,1.2771614987215028,20.468061456053633,-0.1170707228978567
19.582803635154338,2.762627291496876,20.173676964789955,1.3839073386691378,20.76455029442557,0.00518738584139955
19.79597158980407,2.8575271783333074,20.42593146464995,1.496222452680685,21.05589133949583,0.13491772702806282
20.000945204171394,2.956057364942351,20.671419576647928,1.614243623824681,21.34189394912446,0.27242988270701085
20.19768784116622,3.0581802079655676,20.910013891898583,1.7381076351696478,21.622339942630944,0.4180350623737279
20.386193824779564,3.1638606603431945,21.141587001516605,1.8679512697841467,21.896980178253646,0.572041879225099
20.56649142630004,3.2730715280303806,21.366011496616643,2.0039113107367026,22.165531566933247,0.7347510934430246
20.738645089031245,3.3857997480234996,21.583159968313367,2.146124541095853,22.42767484759549,0.9064493341682063
20.902756520268042,3.502053578278237,21.79290500772149,2.294727743930137,22.68305349517494,1.0874019095820373
21.058964260479268,3.6218704659161145,21.995119205955653,2.449857702308096,22.93127415143204,1.2778449387000772
21.207441363169764,3.7453252176540106,22.189675154130526,2.6116511992982705,23.17190894509129,1.4779771809425302
21.34839089845237,3.8725379515236833,22.376445443360808,2.7802450179691807,23.404499988269247,1.687952084414678
21.482039137094336,4.003681185283194,22.555302664761165,2.9557759413893816,23.628566192427993,1.9078706974955686
21.608626477538834,4.138985343430865,22.726119409446262,3.1383807526274143,23.84361234135369,2.1377761618239637
21.728396429767674,4.278741970529673,22.88876826853079,3.328196234751795,24.049140107293905,2.377650498973917
21.841583235098167,4.423304045219896,23.043121833129405,3.5253591708310896,24.244660431160643,2.6274142964422826
