x_left_m,y_left_m,x_center_m,y_center_m,x_right_m,y_right_m
-1.2712092384180993,2.0723607932671575,0.1926659044900214,1.745145931172342,1.6565410473981421,1.4179310690775269
-1.201540030721995,2.362553928066121,0.2513347109709514,1.9895190973188386,1.7042094526638978,1.616484266571556
-1.1227900139309583,2.65041550737268,0.31765051458445637,2.2319288483138364,1.758091043099871,1.8134421892549928
-1.0350369048039583,2.9356614465620017,0.39154786963877175,2.47213595499958,1.8181326440815018,2.0086104634371584
-0.9383673050651422,3.2180102423302674,0.47295384836619636,2.7099033619623305,1.884275001797535,2.2017964815943936
-0.8328766159383882,3.497183250504441,0.5617881128939892,2.944996421477425,1.9564528417263667,2.3928095924504094
-0.71866894399782,3.772904961030418,0.6579629945281509,3.177183125078245,2.0345949330541218,2.581461289126072
-0.5958569984271835,4.044903269868193,0.7613835802718452,3.406234332520583,2.118624158970874,2.7675653951729733
-0.4645619797894942,4.312909747525695,0.8719478064930577,3.631923997916375,2.2084575927756096,2.950938248307055
-0.3249134604167041,4.576659903966295,0.9895465596490913,3.8540293928137217,2.304006579714887,3.131398881661149
-0.17704925653746417,4.835893449628527,1.1140637839684517,4.072331326002971,2.405176824474368,3.3087692023774156
-0.02111529226914377,5.090354552300467,1.2453765959838794,4.286614359831973,2.511868484236903,3.4828741673634793
0.14273454439166366,5.339792089595242,1.3833554058035062,4.496667022817046,2.623976267215349,3.65354195603885
0.314338553438001,5.583959896778497,1.5278640450004213,4.702282018339786,2.7413895365628416,3.820604139901075
0.49352738243094096,5.822617009703276,1.6787599009944767,4.903256429223811,2.8639924195580124,3.9838958487443463
0.6801241936300024,6.055527902612552,1.8358940577936869,5.099391917989519,2.9916639219573713,4.143255933366485
0.873944838510635,6.282462720574694,1.9991114429563233,5.290494922589215,3.1242780474020115,4.298527124603735
1.0747980394965924,6.503197506322544,2.1682509806287094,5.476376847429511,3.2617039217608266,4.449556188536477
1.282485578727799,6.717514421272202,2.3431457505076203,5.656854249492381,3.4038059222874417,4.596194077712559
1.4968024936774569,6.925201960503409,2.52362315257049,5.8317490193712915,3.5504438114635235,4.738296078239174
1.7175372794253083,7.126055161489367,2.7095050774107863,6.000888557043678,3.7014728753962642,4.8757219525979885
1.944472097387451,7.31987580637,2.9006080820104847,6.164105942206316,3.856744066633518,5.008336078042632
2.177382990296726,7.50647261756906,3.09674357077619,6.321240099005524,4.016104151255654,5.136007580441988
2.4160401032215066,7.685661446562001,3.297717981660216,6.47213595499958,4.179395860098925,5.258610463437158
2.660207910404758,7.857265455608337,3.5033329771829544,6.616644594196494,4.346458043961151,5.376023732784651
2.9096454476995337,8.021115292269144,3.7133856401680285,6.7546234040161215,4.517125832636523,5.488131515763099
3.164106550371477,8.177049256537467,3.927668673997033,6.885936216031551,4.691230797622589,5.594823175525635
3.423340096033707,8.324913460416704,4.14597060718628,7.01045344035091,4.868601118338853,5.695993420285115
3.6870902524743063,8.464561979789496,4.368076002083626,7.128052193506943,5.049061751692946,5.791542407224391
3.955096730131809,8.595856998427184,4.593765667479419,7.238616419728156,5.232434604827029,5.8813758410291275
4.227095038969585,8.718668943997821,4.822816874921756,7.34203700547185,5.418538710873927,5.965405066945879
4.502816749495563,8.832876615938389,5.055003578522578,7.438211887106012,5.607190407549594,6.043547158273634
4.7819897576697326,8.938367305065142,5.290096638037671,7.5270461516338045,5.798203518405609,6.115724998202467
5.064338553438001,9.03503690480396,5.527864045000421,7.608452130361229,5.991389536562841,6.181867355918499
5.349584492627323,9.12279001393096,5.768071151686167,7.6823494854155445,6.18655781074501,6.241908956900129
5.637446071933881,9.201540030721997,6.010480902681163,7.7486652890290495,6.383515733428445,6.295790547336103
5.927639206732849,9.271209238418102,6.254854068827662,7.8073340955099795,6.582068930922475,6.343458952601858
6.219877511435618,9.331728881922542,6.500949483314205,7.85829800582951,6.782021455192792,6.3848671297364765
6.513872582117808,9.38303923565381,6.748524279678155,7.901506724761102,6.983175977238502,6.419974213868396
6.809334281139112,9.42508966248754,6.997334131485567,7.936917610515823,7.185333981832022,6.448745558544106
7.105971023474117,9.45783866372926,7.247133493451887,7.96449571682464,7.388295963429657,6.471152769920019
7.403490064471524,9.48125392006858,7.497675843765495,7.9842138274261725,7.591861623059466,6.487173734783765
7.701597788757783,9.495312323474451,7.748713927374975,7.996052482925853,7.795830065992168,6.4967926423772555
8.000000000000002,9.5,8.000000000000002,8.0,8.000000000000002,6.5
8.29840221124222,9.495312323474451,8.251286072625026,7.996052482925853,8.204169934007833,6.4967926423772555
8.596509935528479,9.48125392006858,8.502324156234508,7.9842138274261725,8.408138376940537,6.487173734783765
8.894028976525888,9.457838663729259,8.752866506548116,7.96449571682464,8.611704036570345,6.47115276992002
9.190665718860894,9.425089662487538,9.002665868514436,7.936917610515822,8.814666018167978,6.448745558544106
9.486127417882196,9.383039235653808,9.25147572032185,7.901506724761101,9.016824022761503,6.419974213868395
9.780122488564386,9.331728881922542,9.499050516685799,7.858298005829509,9.217978544807211,6.384867129736476
10.072360793267155,9.2712092384181,9.745145931172342,7.807334095509979,9.417931069077529,6.343458952601857
10.362553928066124,9.201540030721995,9.98951909731884,7.748665289029049,9.616484266571558,6.295790547336102
10.65041550737268,9.122790013930958,10.231928848313835,7.682349485415544,9.81344218925499,6.241908956900129
10.935661446562003,9.035036904803958,10.472135954999581,7.608452130361228,10.00861046343716,6.181867355918498
11.218010242330271,8.93836730506514,10.709903361962333,7.527046151633803,10.201796481594394,6.115724998202465
11.497183250504442,8.832876615938387,10.944996421477425,7.438211887106011,10.392809592450408,6.043547158273634
11.772904961030417,8.71866894399782,11.177183125078246,7.342037005471848,10.581461289126075,5.965405066945877
12.044903269868193,8.595856998427184,11.406234332520583,7.238616419728156,10.767565395172973,5.881375841029127
12.312909747525694,8.464561979789494,11.631923997916374,7.128052193506942,10.950938248307054,5.791542407224391
12.576659903966299,8.324913460416703,11.854029392813725,7.010453440350908,11.131398881661152,5.695993420285112
12.835893449628529,8.177049256537462,12.07233132600297,6.885936216031548,11.308769202377412,5.594823175525634
13.090354552300468,8.021115292269142,12.286614359831976,6.754623404016119,11.482874167363484,5.488131515763095
13.339792089595242,7.857265455608337,12.496667022817046,6.616644594196494,11.65354195603885,5.376023732784651
13.583959896778497,7.6856614465619995,12.702282018339785,6.47213595499958,11.820604139901073,5.25861046343716
13.82261700970328,7.506472617569056,12.903256429223813,6.3212400990055215,11.983895848744346,5.136007580441987
14.055527902612551,7.319875806369999,13.099391917989518,6.164105942206313,12.143255933366484,5.008336078042627
14.282462720574697,7.126055161489362,13.290494922589218,6.000888557043674,12.298527124603739,4.875721952597986
14.503197506322545,6.925201960503405,13.47637684742951,5.831749019371291,12.449556188536475,4.738296078239176
14.717514421272199,6.717514421272204,13.65685424949238,5.65685424949238,12.59619407771256,4.596194077712555
14.92520196050341,6.503197506322543,13.831749019371294,5.476376847429508,12.738296078239179,4.449556188536473
15.126055161489367,6.28246272057469,14.000888557043677,5.290494922589215,12.875721952597987,4.298527124603739
15.319875806369998,6.055527902612552,14.164105942206316,5.099391917989515,13.008336078042634,4.143255933366478
15.506472617569061,5.822617009703276,14.321240099005525,4.903256429223811,13.136007580441989,3.983895848744346
15.685661446562003,5.583959896778491,14.47213595499958,4.702282018339785,13.258610463437156,3.8206041399010795
15.857265455608337,5.339792089595241,14.616644594196496,4.496667022817043,13.376023732784654,3.653541956038845
16.021115292269144,5.090354552300468,14.754623404016122,4.286614359831972,13.4881315157631,3.4828741673634767
16.17704925653747,4.8358934496285215,14.885936216031551,4.072331326002968,13.594823175525633,3.308769202377414
16.324913460416703,4.576659903966295,15.01045344035091,3.854029392813721,13.695993420285115,3.1313988816611467
16.464561979789497,4.312909747525689,15.128052193506946,3.631923997916371,13.791542407224393,2.9509382483070525
16.595856998427188,4.044903269868182,15.238616419728157,3.406234332520579,13.881375841029124,2.7675653951729764
16.71866894399782,3.772904961030417,15.342037005471848,3.177183125078244,13.965405066945877,2.581461289126071
16.83287661593839,3.497183250504442,15.438211887106013,2.944996421477421,14.043547158273636,2.3928095924504005
16.938367305065142,3.218010242330264,15.527046151633805,2.7099033619623296,14.115724998202465,2.2017964815943953
17.03503690480396,2.9356614465619995,15.60845213036123,2.472135954999576,14.181867355918499,2.0086104634371527
17.12279001393096,2.650415507372675,15.682349485415546,2.231928848313832,14.241908956900131,1.8134421892549886
17.201540030721997,2.362553928066115,15.748665289029049,1.9895190973188375,14.2957905473361,1.61648426657156
17.2712092384181,2.0723607932671557,15.80733409550998,1.7451459311723376,14.343458952601859,1.4179310690775198
17.331728881922544,1.7801224885643825,15.85829800582951,1.4990505166857957,14.384867129736477,1.217978544807209
17.383039235653808,1.4861274178821895,15.901506724761102,1.2514757203218434,14.419974213868395,1.0168240227614973
17.42508966248754,1.1906657188608878,15.936917610515824,1.0026658685144318,14.448745558544108,0.8146660181679759
17.45783866372926,0.8940289765258813,15.96449571682464,0.7528665065481138,14.47115276992002,0.6117040365703463
17.48125392006858,0.5965099355284754,15.984213827426172,0.5023241562345041,14.487173734783765,0.4081383769405328
17.49531232347445,0.2984022112422174,15.996052482925853,0.25128607262502495,14.496792642377255,0.2041699340078325
17.5,-3.552713678800501e-15,16.0,-3.552713678800501e-15,14.5,-3.552713678800501e-15
17.49531232347445,-0.2984022112422212,15.996052482925853,-0.25128607262502844,14.496792642377255,-0.20416993400783567
17.48125392006858,-0.596509935528479,15.984213827426172,-0.5023241562345077,14.487173734783765,-0.40813837694053634
17.45783866372926,-0.8940289765258901,15.96449571682464,-0.7528665065481174,14.471152769920021,-0.6117040365703447
17.42508966248754,-1.19066571886089,15.936917610515822,-1.0026658685144354,14.448745558544106,-0.8146660181679808
17.383039235653808,-1.4861274178821966,15.901506724761102,-1.2514757203218505,14.419974213868395,-1.0168240227615044
17.33172888192254,-1.7801224885643878,15.858298005829509,-1.499050516685799,14.384867129736476,-1.2179785448072102
17.271209238418102,-2.072360793267154,15.80733409550998,-1.745145931172341,14.343458952601857,-1.4179310690775282
17.201540030721993,-2.3625539280661236,15.748665289029049,-1.989519097318841,14.295790547336102,-1.6164842665715584
17.12279001393096,-2.650415507372681,15.682349485415545,-2.231928848313835,14.241908956900131,-1.8134421892549892
17.035036904803956,-2.9356614465620057,15.608452130361227,-2.4721359549995827,14.181867355918497,-2.0086104634371598
16.938367305065142,-3.218010242330268,15.527046151633803,-2.709903361962333,14.115724998202463,-2.2017964815943984
16.83287661593839,-3.4971832505044436,15.43821188710601,-2.9449964214774274,14.043547158273633,-2.392809592450411
16.71866894399782,-3.772904961030419,15.342037005471848,-3.177183125078247,13.965405066945877,-2.5814612891260755
16.595856998427188,-4.04490326986819,15.238616419728157,-3.406234332520582,13.881375841029126,-2.767565395172975
16.464561979789494,-4.3129097475256994,15.128052193506942,-3.6319239979163775,13.79154240722439,-2.950938248307055
16.324913460416703,-4.5766599039662985,15.010453440350908,-3.854029392813724,13.695993420285113,-3.131398881661149
16.17704925653746,-4.835893449628532,14.885936216031547,-4.072331326002974,13.594823175525633,-3.3087692023774156
16.02111529226914,-5.090354552300472,14.754623404016119,-4.286614359831975,13.488131515763097,-3.482874167363478
15.857265455608337,-5.33979208959524,14.616644594196494,-4.4966670228170456,13.37602373278465,-3.653541956038851
15.685661446562,-5.583959896778497,14.472135954999578,-4.702282018339788,13.258610463437156,-3.8206041399010786
15.506472617569058,-5.822617009703278,14.321240099005522,-4.903256429223814,13.136007580441985,-3.983895848744349
15.319875806369996,-6.055527902612554,14.164105942206312,-5.099391917989521,13.008336078042628,-4.143255933366487
15.126055161489361,-6.2824627205746975,14.000888557043675,-5.290494922589217,12.875721952597988,-4.298527124603737
14.925201960503406,-6.503197506322545,13.83174901937129,-5.476376847429511,12.738296078239175,-4.4495561885364765
14.717514421272199,-6.717514421272203,13.656854249492378,-5.656854249492382,12.596194077712557,-4.596194077712561
14.50319750632254,-6.925201960503411,13.476376847429508,-5.831749019371293,12.449556188536476,-4.738296078239175
14.282462720574687,-7.12605516148937,13.290494922589211,-6.000888557043679,12.298527124603735,-4.8757219525979885
14.055527902612548,-7.31987580637,13.099391917989514,-6.164105942206316,12.143255933366481,-5.008336078042632
13.822617009703277,-7.506472617569058,12.903256429223811,-6.321240099005523,11.983895848744345,-5.136007580441989
13.583959896778493,-7.685661446562002,12.702282018339785,-6.47213595499958,11.820604139901077,-5.258610463437157
13.339792089595232,-7.857265455608342,12.49666702281704,-6.616644594196497,11.653541956038847,-5.3760237327846525
13.090354552300463,-8.021115292269146,12.286614359831969,-6.754623404016122,11.482874167363475,-5.488131515763099
12.835893449628527,-8.177049256537464,12.072331326002967,-6.88593621603155,11.308769202377407,-5.594823175525637
12.576659903966295,-8.324913460416704,11.854029392813722,-7.01045344035091,11.131398881661148,-5.695993420285115
12.312909747525692,-8.464561979789496,11.631923997916374,-7.128052193506942,10.950938248307056,-5.791542407224389
12.044903269868186,-8.595856998427188,11.406234332520576,-7.238616419728158,10.767565395172966,-5.881375841029129
11.772904961030413,-8.718668943997823,11.17718312507824,-7.342037005471851,10.581461289126068,-5.96540506694588
11.497183250504438,-8.832876615938389,10.944996421477422,-7.4382118871060126,10.392809592450405,-6.043547158273635
11.218010242330264,-8.938367305065142,10.70990336196233,-7.5270461516338045,10.201796481594394,-6.115724998202466
10.935661446562,-9.03503690480396,10.47213595499958,-7.608452130361228,10.00861046343716,-6.181867355918498
10.65041550737267,-9.122790013930961,10.231928848313828,-7.682349485415546,9.813442189254985,-6.241908956900131
10.362553928066117,-9.201540030721997,9.989519097318835,-7.7486652890290495,9.616484266571554,-6.295790547336102
10.072360793267153,-9.2712092384181,9.745145931172338,-7.8073340955099795,9.417931069077524,-6.343458952601859
9.780122488564386,-9.331728881922542,9.499050516685797,-7.85829800582951,9.217978544807208,-6.384867129736477
9.48612741788219,-9.38303923565381,9.251475720321848,-7.901506724761102,9.016824022761504,-6.419974213868395
9.190665718860885,-9.42508966248754,9.002665868514429,-7.936917610515823,8.814666018167973,-6.448745558544106
8.894028976525883,-9.45783866372926,8.752866506548111,-7.964495716824641,8.61170403657034,-6.471152769920021
8.596509935528474,-9.48125392006858,8.502324156234504,-7.9842138274261725,8.408138376940535,-6.487173734783765
8.298402211242218,-9.495312323474451,8.251286072625025,-7.996052482925853,8.204169934007831,-6.4967926423772555
7.999999999999997,-9.5,8.0,-8.0,8.000000000000002,-6.5
7.701597788757776,-9.49531232347445,7.748713927374968,-7.996052482925852,7.795830065992161,-6.496792642377255
7.40349006447152,-9.48125392006858,7.49767584376549,-7.9842138274261725,7.591861623059459,-6.487173734783765
7.10597102347411,-9.457838663729259,7.247133493451884,-7.96449571682464,7.388295963429657,-6.47115276992002
6.809334281139109,-9.425089662487538,6.997334131485565,-7.936917610515822,7.185333981832021,-6.448745558544105
6.513872582117809,-9.38303923565381,6.748524279678153,-7.901506724761102,6.983175977238497,-6.419974213868395
6.21987751143561,-9.331728881922542,6.500949483314198,-7.858298005829509,6.782021455192786,-6.384867129736476
5.927639206732842,-9.271209238418098,6.254854068827656,-7.807334095509979,6.582068930922471,-6.343458952601858
5.637446071933877,-9.201540030721995,6.010480902681159,-7.748665289029049,6.383515733428442,-6.295790547336102
5.349584492627321,-9.12279001393096,5.768071151686165,-7.6823494854155445,6.1865578107450085,-6.24190895690013
5.064338553437999,-9.03503690480396,5.527864045000421,-7.608452130361229,5.991389536562844,-6.181867355918499
4.7819897576697254,-8.938367305065139,5.290096638037664,-7.527046151633802,5.798203518405602,-6.115724998202464
4.5028167494955555,-8.832876615938387,5.055003578522573,-7.43821188710601,5.607190407549591,-6.043547158273633
4.227095038969581,-8.71866894399782,4.822816874921753,-7.342037005471848,5.418538710873926,-5.965405066945877
3.9550967301318085,-8.595856998427184,4.593765667479419,-7.238616419728156,5.232434604827029,-5.881375841029127
3.6870902524743,-8.464561979789492,4.36807600208362,-7.12805219350694,5.049061751692939,-5.791542407224387
3.4233400960336997,-8.3249134604167,4.145970607186273,-7.010453440350906,4.868601118338846,-5.695993420285111
3.16410655037147,-8.177049256537464,3.927668673997027,-6.885936216031547,4.691230797622583,-5.594823175525631
2.9096454476995293,-8.021115292269142,3.713385640168025,-6.75462340401612,4.517125832636521,-5.488131515763097
2.6602079104047585,-7.857265455608337,3.5033329771829544,-6.616644594196494,4.34645804396115,-5.376023732784651
2.4160401032215004,-7.685661446561998,3.2977179816602096,-6.472135954999576,4.179395860098919,-5.258610463437154
2.1773829902967172,-7.506472617569054,3.0967435707761837,-6.32124009900552,4.01610415125565,-5.136007580441985
1.9444720973874436,-7.3198758063699945,2.9006080820104794,-6.164105942206311,3.856744066633515,-5.008336078042628
1.717537279425305,-7.126055161489363,2.7095050774107836,-6.000888557043675,3.701472875396262,-4.875721952597987
1.4968024936774567,-6.925201960503408,2.52362315257049,-5.8317490193712915,3.5504438114635235,-4.738296078239175
1.2824855787277936,-6.717514421272197,2.343145750507615,-5.656854249492375,3.4038059222874364,-4.596194077712553
1.0747980394965855,-6.503197506322537,2.168250980628704,-5.476376847429505,3.2617039217608226,-4.449556188536474
0.8739448385106314,-6.282462720574689,1.9991114429563215,-5.290494922589212,3.1242780474020115,-4.298527124603735
0.6801241936300011,-6.055527902612551,1.835894057793685,-5.099391917989516,2.991663921957369,-4.143255933366482
0.49352738243094074,-5.822617009703276,1.6787599009944767,-4.903256429223811,2.863992419558013,-3.9838958487443463
0.3143385534379963,-5.58395989677849,1.5278640450004168,-4.70228201833978,2.7413895365628376,-3.8206041399010697
0.14273454439165922,-5.339792089595235,1.3833554058035027,-4.496667022817041,2.623976267215346,-3.6535419560388465
-0.02111529226914577,-5.090354552300464,1.2453765959838776,-4.28661435983197,2.511868484236901,-3.4828741673634758
-0.17704925653746573,-4.835893449628525,1.11406378396845,-4.072331326002969,2.4051768244743656,-3.308769202377412
-0.3249134604167043,-4.576659903966294,0.9895465596490913,-3.8540293928137217,2.304006579714887,-3.1313988816611493
-0.4645619797894973,-4.31290974752569,0.8719478064930541,-3.6319239979163687,2.2084575927756056,-2.9509382483070477
-0.5958569984271878,-4.044903269868186,0.7613835802718416,-3.406234332520577,2.1186241589708708,-2.7675653951729675
-0.7186689439978231,-3.7729049610304113,0.6579629945281491,-3.177183125078242,2.0345949330541213,-2.5814612891260724
-0.8328766159383898,-3.4971832505044365,0.5617881128939883,-2.944996421477422,1.9564528417263665,-2.3928095924504076
-0.9383673050651415,-3.2180102423302683,0.47295384836619636,-2.7099033619623305,1.8842750017975343,-2.2017964815943927
-1.035036904803961,-2.935661446561996,0.3915478696387691,-2.4721359549995734,1.818132644081499,-2.008610463437151
-1.1227900139309617,-2.6504155073726707,0.3176505145844537,-2.2319288483138293,1.758091043099869,-1.8134421892549881
-1.2015400307219966,-2.362553928066115,0.2513347109709505,-1.989519097318835,1.7042094526638976,-1.6164842665715549
-1.2712092384181002,-2.0723607932671535,0.19266590449002052,-1.7451459311723385,1.6565410473981412,-1.4179310690775235
-1.3317288819225426,-1.780122488564384,0.14170199417049023,-1.4990505166857966,1.615132870263523,-1.2179785448072091
-1.38303923565381,-1.4861274178821855,0.09849327523889695,-1.251475720321841,1.5800257861316038,-1.0168240227614964
-1.42508966248754,-1.1906657188608851,0.06308238948417699,-1.0026658685144292,1.551254441455894,-0.8146660181679732
-1.457838663729261,-0.8940289765258824,0.03550428317535914,-0.7528665065481113,1.5288472300799794,-0.6117040365703401
-1.4812539200685797,-0.5965099355284744,0.015786172573827528,-0.5023241562345051,1.5128262652162348,-0.4081383769405358
-1.49531232347445,-0.298402211242218,0.0039475170741472,-0.2512860726250259,1.5032073576227445,-0.2041699340078338
-1.5,8.776608186604998e-15,0.0,6.125709918283119e-15,1.5,3.47481164996124e-15
-1.4953123234744492,0.2984022112422238,0.003947517074148088,0.25128607262503105,1.5032073576227454,0.20416993400783828
-1.4812539200685797,0.5965099355284795,0.015786172573827528,0.5023241562345102,1.5128262652162348,0.4081383769405409
-1.4578386637292602,0.8940289765258875,0.03550428317536003,0.7528665065481164,1.5288472300799802,0.6117040365703452
-1.4250896624875398,1.1906657188608902,0.06308238948417699,1.0026658685144343,1.5512544414558938,0.8146660181679783
-1.3830392356538077,1.4861274178822,0.09849327523889873,1.251475720321853,1.5800257861316052,1.016824022761506
-1.3317288819225415,1.7801224885643903,0.14170199417049112,1.4990505166858017,1.6151328702635237,1.2179785448072131
-1.2712092384180993,2.0723607932671584,0.1926659044900214,1.7451459311723436,1.6565410473981421,1.4179310690775286
-1.201540030721995,2.3625539280661227,0.2513347109709514,1.9895190973188401,1.7042094526638978,1.6164842665715573
-1.1227900139309586,2.65041550737268,0.3176505145844555,2.231928848313834,1.7580910430998695,1.8134421892549883
-1.0350369048039565,2.9356614465620074,0.3915478696387735,2.472135954999585,1.8181326440815035,2.0086104634371624
-0.9383673050651398,3.2180102423302728,0.47295384836619814,2.7099033619623354,1.884275001797536,2.201796481594398
-0.8328766159383869,3.4971832505044436,0.5617881128939901,2.9449964214774265,1.9564528417263671,2.3928095924504094
-0.7186689439978196,3.772904961030418,0.6579629945281518,3.1771831250782463,2.034594933054123,2.5814612891260746
-0.5958569984271853,4.044903269868189,0.7613835802718443,3.4062343325205813,2.118624158970874,2.7675653951729733
-0.4645619797894931,4.312909747525699,0.8719478064930595,3.6319239979163798,2.208457592775612,2.950938248307061
-0.3249134604167012,4.5766599039663,0.9895465596490931,3.854029392813726,2.3040065797148874,3.1313988816611515
-0.17704925653746173,4.835893449628532,1.1140637839684526,4.072331326002973,2.405176824474367,3.3087692023774147
-0.021115292269142216,5.090354552300469,1.2453765959838803,4.286614359831974,2.511868484236903,3.482874167363479
0.14273454439166278,5.339792089595241,1.3833554058035054,4.496667022817045,2.623976267215348,3.6535419560388487
0.31433855343800365,5.5839598967785005,1.527864045000424,4.7022820183397895,2.7413895365628442,3.8206041399010786
0.49352738243094474,5.822617009703281,1.6787599009944802,4.903256429223815,2.8639924195580155,3.9838958487443503
0.6801241936300038,6.055527902612554,1.8358940577936878,5.09939191798952,2.9916639219573717,4.143255933366485
0.8739448385106361,6.282462720574695,1.999111442956325,5.290494922589216,3.124278047402014,4.298527124603738
1.0747980394965961,6.5031975063225484,2.168250980628713,5.476376847429515,3.2617039217608297,4.449556188536482
